ItemLookupCode Price Quantity
5011273010103 3.8319 0.0
5011835101997 4.4237 0.0
5016973009204 59.1060 0.0
0699829000027 29.5752 0.0
5412533001891 5.3114 0.0
5019681002215 1.3168 0.0
0070177177591 1.0209 0.0
5034268000828 36.9135 0.0
3229820127163 1.2576 0.0
0070617412640 2.7963 0.0
0659471005047 3.1809 0.0
0659471005405 3.1809 0.0
4016249006969 2.2045 0.0
5039071000041 2.6483 0.0
5039071000034 2.6483 0.0
5412091008059 1.0209 0.0
5412091008127 1.6127 0.0
7027115400016 1.9973 0.0
0700544129297 7.3827 0.0
4000155019526 2.5152 0.0
4000155019557 2.5152 0.0
4000155019540 2.5152 0.0
50853526 6.6578 0.0
50850242 8.8622 0.0
5011835102482 4.4237 0.0
0070617412527 3.0922 0.0
0075172078072 .5178 0.0
5414150215620 .9617 0.0
9781854250483 10.3417 0.0
3229820141664 2.2045 0.0
5015285810751 .7250 0.0
5015285810768 .7250 0.0
5032722304765 1.4647 0.0
5060022351011 .4734 0.0
5025404119863 1.1096 0.0
5011835102635 2.5004 0.0
9414335700022 9.6907 0.0
5038974001360 2.9294 0.0
5038974016814 2.5891 0.0
5010744021990 8.8622 0.0
5011835102307 .5770 0.0
0083800004157 .8877 0.0
4002359641008 1.7014 0.0
4002359639890 1.7014 0.0
4002359637698 1.7014 0.0
5011835102973 4.4237 0.0
5017402003343 8.8622 0.0
0070177114992 .7398 0.0
5032952200264 1.7606 0.0
5032952200271 1.7606 0.0
7707222581746 1.1688 0.0
5021932006293 1.1688 0.0
5060024240054 4.4237 0.0
5060024240085 4.4237 0.0
5060024240078 4.4237 0.0
5015672486019 22.1777 0.0
5011835103045 .8729 0.0
5028385720448 14.7210 0.0
5028385720325 14.7210 0.0
5028385720202 14.7210 0.0
5028385722329 14.7210 0.0
50392612 1.7606 0.0
5014213711214 2.2045 0.0
5014213200398 2.5891 0.0
5060021080127 2.0565 0.0
5014213200602 4.5421 0.0
5039290000099 5.1635 0.0
5026470565240 8.5071 0.0
5022569080793 1.9086 0.0
5010955203130 3.9207 0.0
4041296107024 1.4647 0.0
4041296107123 1.4647 0.0
4041296107130 1.4647 0.0
5011835103076 2.9442 0.0
5011835103069 2.9442 0.0
4041296104559 19.2187 0.0
5060070640013 59.1652 0.0
5017103111002 2.5152 0.0
5017103042009 3.6988 0.0
5060058040101 59.1652 0.0
5011835103144 8.1225 0.0
0000090280160 3.8467 0.0
0000090280177 3.8467 0.0
5034210130023 3.8467 0.0
5034210130016 3.3289 0.0
5012017311203 3.6248 0.0
5014029000021 1.4055 0.0
3273227080118 1.8494 0.0
5011428000072 2.2932 0.0
8718650002009 1.3316 0.0
5034210110049 2.6483 0.0
4250003860316 29.5160 0.0
4250003860088 10.3417 0.0
5026745134454 1.6275 0.0
5026745080171 1.6275 0.0
0000722522606 8.8622 0.0
5013092005926 1.8790 0.0
9781899308262 8.8622 0.0
0046296226267 3.6840 0.0
5060062290103 4.7936 0.0
5060062290110 4.7936 0.0
8711812153656 2.3672 0.0
5400354863453 4.4237 0.0
0075181003218 2.3524 0.0
5023483000010 28.9242 0.0
5023483000003 12.2059 0.0
0091544000076 7.7674 0.0
5010744608115 3.6248 0.0
5013665104117 1.0652 0.0
5010338029913 3.1070 0.0
5032856000120 29.5752 0.0
0039047004993 14.7802 0.0
5011835103229 8.8622 0.0
5011835103236 13.3007 0.0
5015285810737 1.1836 0.0
8437002259211 1.4351 0.0
8711812840204 4.3941 0.0
0643843001010 3.6840 0.0
0643843001119 3.6840 0.0
5000327200676 2.6483 0.0
0032602000409 23.5241 0.0
4041296107093 1.4647 0.0
5034831000057 .4439 0.0
5013092009033 2.4264 0.0
5014213009090 1.9973 0.0
5011766999953 2.4560 0.0
5023552003010 8.7291 0.0
5023552003003 8.7291 0.0
5019681002222 1.3168 0.0
5013665103073 1.1688 0.0
5014008000325 .6214 0.0
5014008000349 .6214 0.0
5000443001737 5.9032 0.0
5000477015922 2.1453 0.0
5013821880312 7.6934 0.0
5010663800126 2.0565 0.0
5018365019662 4.4237 0.0
7313500144659 17.6800 0.0
50235575 .5326 0.0
5023762000502 4.3645 0.0
5017501007730 3.8467 0.0
0784614300038 1.7754 0.0
0031200452092 2.2488 0.0
5010477305480 .4734 0.0
5028816000309 1.9234 0.0
5019781028085 14.7802 0.0
5023762000113 3.5360 0.0
5000327200836 .6658 0.0
5010477311962 .4882 0.0
5013387409033 1.3759 0.0
30126 2.6483 0.0
5000477169922 12.2059 0.0
5000327200614 2.7371 0.0
5019729000340 1.7014 0.0
5011835101287 2.0565 0.0
5017402004265 7.3827 0.0
7027115400023 1.9973 0.0
5026470565103 11.1702 0.0
5060070640006 59.1652 0.0
0621267890502 31.0695 0.0
5015821122249 1.4499 0.0
5014213200381 2.5004 0.0
5010477313287 .4882 0.0
5012481840223 1.4647 0.0
5011273014705 3.1365 0.0
5011835101706 2.6483 0.0
5011835101720 1.4647 0.0
5021554982173 2.5004 0.0
5036957000508 2.9442 0.0
50948796 .8877 0.0
50948789 .8877 0.0
5022569085033 2.7963 0.0
5017913624785 2.2932 0.0
5011835102659 1.6275 0.0
40779164 .9617 0.0
5024115750143 3.4768 0.0
50477425 6.3471 0.0
0733603360157 2.7963 0.0
5039071000027 2.6483 0.0
4000155019618 2.5152 0.0
5412091008158 2.3524 0.0
9315866403102 1.4647 0.0
5024278000833 .7250 0.0
5000453112591 20.2544 0.0
5765228728642 4.8676 0.0
5765228728741 4.8676 0.0
5021821347957 2.7371 0.0
0070617412619 2.7963 0.0
5060024240030 2.5004 0.0
5060024240047 2.5004 0.0
40779188 .9617 0.0
40779157 .9617 0.0
0025583005051 2.7963 0.0
5021821347445 2.7371 0.0
5000477116919 11.6733 0.0
5765228728949 4.8676 0.0
5038862440103 2.6483 0.0
0700544125794 7.3827 0.0
5014213711207 2.2045 0.0
5038862450102 2.6483 0.0
8712861081419 13.2415 0.0
0025583005068 2.7963 0.0
5010392007902 2.8850 0.0
5060040151020 2.7963 0.0
5000477110917 19.5146 0.0
5060024240061 4.4237 0.0
5060040151044 2.7963 0.0
7610700605646 .9617 0.0
0733603360263 2.7963 0.0
5030131014107 2.7371 0.0
5038862310109 2.6483 0.0
5038862340106 2.6483 0.0
5038862320108 2.6483 0.0
5010392007919 2.2045 0.0
5038862410106 2.6483 0.0
5060040151037 2.7963 0.0
0025583004238 2.7963 0.0
5022569085095 3.3881 0.0
5022569085064 2.5891 0.0
5000177439318 .8877 0.0
5000177439332 .8877 0.0
5414150215613 .9617 0.0
0075172078904 2.2045 0.0
0031200491398 1.7754 0.0
5024278000444 .6658 0.0
5024278000468 .7250 0.0
5024278000451 .7250 0.0
5060040151013 2.7963 0.0
5022350885187 5.9032 0.0
5025484702030 1.8494 0.0
5014213200589 2.3524 0.0
5025484702023 1.8494 0.0
5025484702016 1.8494 0.0
3229820141657 2.2045 0.0
5032722305199 1.9234 0.0
5411188083542 1.0209 0.0
5411188083535 1.0209 0.0
5060021080097 1.3168 0.0
5013665103394 2.2193 0.0
5013665103370 2.0269 0.0
0083800004140 .8877 0.0
5017913362199 2.7963 0.0
5017913362274 2.7963 0.0
5017913362021 2.7963 0.0
5021554982975 3.6840 0.0
5014201180152 1.4647 0.0
5038862330107 2.6483 0.0
5765228728840 4.8676 0.0
0061232200798 1.4647 0.0
0061232200774 1.7606 0.0
0000050271986 .9617 0.0
5060049680019 1.2428 0.0
5010955209255 4.2314 0.0
3229820109336 1.1688 0.0
0070617001820 3.1661 0.0
0070617001837 3.1661 0.0
0070617001844 3.1661 0.0
0070617001851 3.1661 0.0
0070617412626 2.7963 0.0
0070617412633 2.7963 0.0
0070617413531 .6658 0.0
8018699009961 5.3262 0.0
5014213000882 5.1191 0.0
5032722307506 1.4647 0.0
5018357001033 3.1809 0.0
5012616159015 5.9032 0.0
5034210210022 3.1809 0.0
5034210210039 3.1809 0.0
5033232000062 14.0553 0.0
0011118302733 4.4237 0.0
0011118302771 4.4237 0.0
0011118302764 4.4237 0.0
0011118302740 4.4237 0.0
0011118302757 4.4237 0.0
5034210160044 2.6483 0.0
5034210160013 2.6483 0.0
5034210160051 2.0565 0.0
5034210510047 3.8467 0.0
5034210510023 2.5152 0.0
5012235001085 8.8030 0.0
0061954000614 2.2045 0.0
6001750401950 2.0565 0.0
5060085640046 2.6631 0.0
5060085640008 4.1426 0.0
5060085640015 4.3645 0.0
5060085640022 4.4237 0.0
5060085640060 1.3316 0.0
5018909000019 3.1070 0.0
5060049680118 1.3316 0.0
5060049680095 1.4795 0.0
5034210160037 2.6483 0.0
5032856000038 36.9727 0.0
5011835000658 2.5004 0.0
5011835000641 2.6483 0.0
5011835103564 17.7392 0.0
5034089008034 19.9733 0.0
5411788002523 .9617 0.0
8711812840129 4.3941 0.0
8711812840198 4.3941 0.0
7640116631120 1.4647 0.0
0718334221045 9.2469 0.0
5010663802304 2.5004 0.0
5337290008085 4.0686 0.0
5337290007989 4.2166 0.0
5411788042543 3.9207 0.0
87254167 .9617 0.0
7611278900058 12.5610 0.0
0692752000102 10.3417 0.0
5034210610051 5.0155 0.0
5034210610020 5.0155 0.0
5034210610044 5.0155 0.0
5034210610037 5.0155 0.0
5034210610013 5.0155 0.0
5013821204002 .8581 0.0
5011835100198 2.8850 0.0
5323747100303 28.0957 0.0
5015821122232 .8877 0.0
7610100046780 1.0652 0.0
5014312300340 1.9086 0.0
0045879070006 3.8319 0.0
0070177079567 2.0565 0.0
5011835000528 2.2045 0.0
5010388340105 1.9677 0.0
5000327170368 1.0504 0.0
5000327170375 1.9086 0.0
5014213009076 1.9973 0.0
5014213000240 5.6073 0.0
5014213000875 2.8111 0.0
5014213000851 4.2906 0.0
5014213001001 1.6127 0.0
5014213000134 1.9234 0.0
5024879001819 .8137 0.0
10039 .8137 0.0
0075705507642 2.1453 0.0
5036957000515 2.9442 0.0
5012335074101 3.8319 0.0
9780953094806 7.3235 0.0
0074873093292 3.6988 0.0
0074873093278 3.6988 0.0
5017913653907 8.1225 0.0
5010955104017 5.0599 0.0
7612100011218 10.0606 0.0
5000198508505 6.5098 0.0
0070734053139 2.8850 0.0
0070734070389 2.8850 0.0
0070734055003 2.8850 0.0
5017302402321 1.1096 0.0
13031 1.1096 0.0
5017302407326 1.1096 0.0
5019205003032 2.1453 0.0
5013698000165 1.5535 0.0
5000327200584 2.5447 0.0
5011835008074 2.2932 0.0
5011835002041 2.5891 0.0
0065378358931 2.2932 0.0
5022569080731 .8877 0.0
9780851406725 13.2415 0.0
0749105327529 1.7606 0.0
5010112001708 1.0061 0.0
4083900012034 2.9442 0.0
5000296001458 4.2906 0.0
50442515 5.6073 0.0
5012926000137 10.3417 0.0
5012926000366 10.3417 0.0
7610100098017 1.0652 0.0
5017501007709 5.1487 0.0
5017501006115 2.9442 0.0
0720516722363 2.5891 0.0
5026007123455 2.9442 0.0
5011835100259 2.1453 0.0
5010051021041 10.0606 0.0
5025402500007 1.8494 0.0
5014213200046 2.1453 0.0
0070177086718 1.5535 0.0
5013821710008 2.8850 0.0
4006387020019 5.9180 0.0
4006387020606 15.9046 0.0
50707195 10.2825 0.0
5026452000073 15.5348 0.0
0038614013475 1.7014 0.0
0038614014304 1.7014 0.0
5013698001162 1.5535 0.0
0038614014670 2.9442 0.0
5011835000610 2.1453 0.0
5011835000702 2.1453 0.0
4003455065224 1.1096 0.0
0036192112627 1.3168 0.0
5016311120301 1.3168 0.0
5011374212024 5.9032 0.0
5011374211300 5.9032 0.0
50967353 .4586 0.0
5410163700054 1.5979 0.0
5000477060069 4.2166 0.0
5011222770027 1.4647 0.0
7610100021404 2.8111 0.0
0070450113292 4.4237 0.0
5014154512802 13.3007 0.0
7611278900027 7.3827 0.0
5015821121105 .6658 0.0
5015821121129 .6658 0.0
5011374073205 7.3827 0.0
5011374073304 7.3827 0.0
0780025960601 29.5752 0.0
5000477108969 5.7553 0.0
3045320081503 1.6127 0.0
5000477010507 7.1756 0.0
5000477800955 6.0512 0.0
5000477822957 6.3471 0.0
5000477020209 6.6430 0.0
5014734129048 2.7371 0.0
5013662900026 14.1292 0.0
5020387000016 1.0061 0.0
5019493003004 1.9973 0.0
4004191005628 3.8319 0.0
5010477307842 2.0713 0.0
0038614401098 1.7014 0.0
5011835002034 1.3907 0.0
5011835000627 2.1453 0.0
5011835000665 2.1453 0.0
5000477020001 5.4594 0.0
5000477802959 6.6430 0.0
5000477020605 6.9389 0.0
0075119145706 2.4116 0.0
5000327200768 .7250 0.0
5011835101607 2.5004 0.0
5012017342702 7.3827 0.0
5010465025017 1.3316 0.0
5010797000133 6.1991 0.0
5016868106230 2.0565 0.0
5017913069487 3.6248 0.0
5017978456789 6.6578 0.0
5018424000532 2.2193 0.0
5019781011506 2.9442 0.0
5023311050002 19.1595 0.0
5025134019600 2.8850 0.0
5013662220018 5.1043 0.0
5032977000122 5.9032 0.0
5034444102209 1.4647 0.0
5035087000167 8.8030 0.0
5035087000068 29.5160 0.0
5035087000112 11.7620 0.0
5038292000007 1.4647 0.0
5411386100805 21.3788 0.0
5017913455570 33.9545 0.0
5015285810577 .8877 0.0
5015285810584 .8877 0.0
5024390001039 14.7802 0.0
5011428000058 1.9234 0.0
0077245940149 .8137 0.0
5010715015003 1.1836 0.0
8712861281420 14.7210 0.0
5014653025216 2.4412 0.0
5028523000043 11.8212 0.0
0713627000055 1.2576 0.0
7610100046797 1.0652 0.0
7610100046827 1.0652 0.0
5011766888899 1.9086 0.0
5016868106131 1.9234 0.0
5016868106193 1.9234 0.0
9780722531419 8.8622 0.0
5014213001414 1.9973 0.0
5013665101642 1.7606 0.0
5013665101659 1.7606 0.0
8008698005286 2.5891 0.0
8008698005347 2.8406 0.0
8008698005491 2.4412 0.0
8008698005408 1.6275 0.0
8008698005415 1.6275 0.0
8008698005422 1.6275 0.0
5014213001896 1.3168 0.0
5014213001766 2.5891 0.0
0720516010996 2.5891 0.0
5016868106056 1.7754 0.0
5016868106087 1.7754 0.0
5016868106049 1.7754 0.0
5013636000523 .5918 0.0
5013636000530 .5918 0.0
5013698000066 1.7606 0.0
5013387260009 1.3168 0.0
5013665101567 1.5535 0.0
5013665103011 1.1096 0.0
9780722535561 10.3417 0.0
9781856750059 13.3007 0.0
5010477307149 .5178 0.0
5010477308108 .9617 0.0
5037344100306 17.7392 0.0
4011437050472 2.5152 0.0
4011437050465 2.5152 0.0
5012876111112 2.9442 0.0
50442034 2.0713 0.0
5010176400448 1.5091 0.0
5010176400097 1.5535 0.0
0621683921255 5.9032 0.0
0621683920753 5.9032 0.0
5010955300228 4.0242 0.0
5010955300235 4.0242 0.0
5337290007965 1.9086 0.0
5337290008061 2.7963 0.0
5337290008047 2.9442 0.0
5032722301047 2.2193 0.0
50442386 1.9234 0.0
5011766888844 2.0565 0.0
5011766999960 2.4412 0.0
5012864020082 2.8554 0.0
9322771000029 2.9442 0.0
9322771000012 2.9442 0.0
5012058002016 1.2576 0.0
5012058002009 1.1096 0.0
9780722528501 8.8622 0.0
5027664001049 4.4237 0.0
5027664001124 8.8030 0.0
5027664001131 8.8030 0.0
5027664001155 8.8030 0.0
5027664001179 8.8030 0.0
50684793 4.4237 0.0
3443551100817 8.0633 0.0
42065913 2.5004 0.0
42065920 2.5004 0.0
0038614401418 1.9973 0.0
8712861181416 8.8030 0.0
8712861341414 16.2005 0.0
5024278000260 .9617 0.0
5024278000277 1.0209 0.0
5024278000321 .6214 0.0
5025402540003 1.5535 0.0
5025402560001 1.6275 0.0
3505360995500 5.3706 0.0
0019067100202 4.4237 0.0
0019067100301 4.4237 0.0
0019067100509 4.4237 0.0
0019067100653 4.4237 0.0
0019067100905 4.4237 0.0
0019067100950 4.4237 0.0
0019067100554 4.4237 0.0
0019067100998 4.4237 0.0
0019067200254 4.4237 0.0
0019067200308 4.4237 0.0
5016638510298 13.2415 0.0
5011835100044 2.7371 0.0
50787692 6.2879 0.0
0075119140329 8.4184 0.0
5000453112577 14.7802 0.0
5011374211690 5.9032 0.0
0075172072964 1.8494 0.0
5000477140921 2.6483 0.0
5015671037755 1.1096 0.0
5026605700232 24.3230 0.0
5026605600235 24.3230 0.0
9780852072394 13.2415 0.0
5010663800133 2.0565 0.0
5027074100103 1.1688 0.0
3229820046822 2.9442 0.0
3229820130897 2.0565 0.0
3229820130910 1.9234 0.0
3229820130903 1.9234 0.0
5450488111111 1.6275 0.0
5411188082330 4.2758 0.0
5411188082347 4.2758 0.0
5411188082354 4.2758 0.0
5411188082248 2.7963 0.0
5411188082255 2.7963 0.0
5411188082262 2.7963 0.0
3229820126036 2.2193 0.0
5023311010013 14.7210 0.0
0061954000621 2.3524 0.0
5010955300143 5.6073 0.0
5017913424446 3.6248 0.0
3229820110165 2.2045 0.0
0077172640204 2.5891 0.0
0060822000084 2.6483 0.0
0060822001159 2.9442 0.0
0733530100000 36.9135 0.0
0093709100300 3.2401 0.0
5709455954481 8.8622 0.0
4006643011706 1.1836 0.0
0733530120008 23.5980 0.0
5012077151801 1.0652 0.0
5012077151818 1.0652 0.0
5017913880945 5.7553 0.0
4004191005611 3.8319 0.0
0093709100409 3.2401 0.0
5017913892825 4.1426 0.0
3229820127453 2.6039 0.0
3229820127446 2.6039 0.0
5410031002938 3.6840 0.0
5410031100443 3.6840 0.0
5017913945309 3.3881 0.0
5017913945477 3.3881 0.0
0733530240003 44.3110 0.0
5034089008010 29.5160 0.0
6001750401301 1.0357 0.0
6001750401653 1.3316 0.0
6001750402551 2.0565 0.0
6001750403503 1.3168 0.0
0720516010842 1.4055 0.0
5012335849105 13.5374 0.0
5012246022635 1.9973 0.0
6001750400403 1.1096 0.0
0720516020186 2.9442 0.0
0720516020063 3.3289 0.0
5030131009035 2.6900 0.0
0502838500924 14.7210 0.0
5011374212055 5.9032 0.0
4016249460426 3.4768 0.0
76185038 3.3289 0.0
031200453501 .8581 0.0
6001750402506 .9617 0.0
6001750402452 .9617 0.0
0635992650003 2.2193 0.0
0635992041887 4.4237 0.0
0635992041856 4.4237 0.0
0635992041870 4.4237 0.0
0635992041863 4.4237 0.0
0635992650027 2.2193 0.0
5022569085552 2.3524 0.0
0008989110956 1.1096 0.0
5017501002261 1.1096 0.0
5022569085415 1.9973 0.0
5010955300488 2.8554 0.0
5012335415003 3.9799 0.0
7612494131820 1.3168 0.0
5014213200114 4.4237 0.0
5014213200121 4.4237 0.0
5014213200015 2.7075 0.0
7612494122439 2.7963 0.0
3272039003230 5.1635 0.0
3272039004237 5.1635 0.0
10168 14.7802 0.0
5000477284991 1.9234 0.0
6001750400953 .9617 0.0
6001750402308 .9617 0.0
6001750400557 1.3168 0.0
6001750401004 .9617 0.0
0784614750147 7.3827 0.0
5011673201774 5.3114 0.0
0070177106393 2.2932 0.0
9300807019405 7.7674 0.0
5000477317996 1.9973 0.0
0656981010240 1.8494 0.0
5012481840230 1.4647 0.0
5060003301011 10.3417 0.0
0656981010295 1.8494 0.0
5012481840247 1.4647 0.0
5060003301028 8.8622 0.0
0070734053931 3.8467 0.0
0795239200603 7.3827 0.0
5000477319990 1.9973 0.0
0656981010226 1.8494 0.0
5000477316999 1.9973 0.0
0795239200702 7.3827 0.0
5000477318993 1.9973 0.0
0070734053962 3.8467 0.0
5024429000187 1.6275 0.0
0070734053917 3.8467 0.0
5025404434300 16.2597 0.0
5038119020393 15.4608 0.0
0656981010233 1.8494 0.0
0720516020322 3.9207 0.0
9791903116011 14.7802 0.0
0720516020339 3.9207 0.0
5011766999946 1.7310 0.0
5013387432031 4.1278 0.0
5037589000058 14.7802 0.0
5013387432024 3.6840 0.0
5337290008023 2.9146 0.0
5337290008009 2.9146 0.0
8713445011303 4.0982 0.0
5024155000352 9.2469 0.0
8716099105558 2.1009 0.0
5017913194462 14.7802 0.0
3288131500454 1.3168 0.0
3288131500720 1.3168 0.0
3288131500416 1.3168 0.0
3288131500751 1.3168 0.0
3288131500775 1.3168 0.0
3288131500706 1.3168 0.0
5021991100031 2.6483 0.0
5021991100024 2.6483 0.0
5021991100017 2.6483 0.0
5000327200829 .6658 0.0
5000327200812 .6658 0.0
5411386872948 4.8084 0.0
5013092020134 2.5004 0.0
5019681002239 1.3168 0.0
5013698001179 2.5004 0.0
4083900079150 1.4055 0.0
5000327200843 .6658 0.0
3229820139746 1.1688 0.0
3229820139739 1.1688 0.0
3229820139760 1.2576 0.0
40779171 .9617 0.0
0675235690021 22.1777 0.0
4009680346299 2.2045 0.0
5018190005120 1.9234 0.0
5021554981787 1.9086 0.0
5018190005137 1.9234 0.0
5411188083016 1.0209 0.0
5411188083030 1.0209 0.0
0739510900424 2.3672 0.0
5023762000120 3.5360 0.0
0739510900417 2.3672 0.0
5016311120776 1.9973 0.0
0021959020123 5.9032 0.0
0077172640259 2.5891 0.0
0077172641423 2.7371 0.0
5017913160399 3.1809 0.0
5020982010908 1.4055 0.0
0659471005030 3.1809 0.0
5000327200775 .7250 0.0
5000327200782 .7250 0.0
5016311120264 3.3881 0.0
5016311120271 3.3881 0.0
5039071000010 2.6483 0.0
5039071000201 2.2045 0.0
5039071000218 2.2045 0.0
8712861791400 7.3235 0.0
5023552000583 1.3316 0.0
5039071000515 2.3524 0.0
5039071000508 2.3524 0.0
5023552003058 8.7291 0.0
5039071000416 1.7606 0.0
5023552000620 2.9590 0.0
4062300103450 6.3471 0.0
4062300771451 2.9442 0.0
0084681881004 1.7014 0.0
0084681883008 1.7014 0.0
5039071000409 1.7606 0.0
9323705100310 27.3560 0.0
4062300774452 2.9442 0.0
5024121816307 1.8494 0.0
5039071000317 2.2045 0.0
4062300508453 2.0565 0.0
7005441883000 22.1777 0.0
0688958411101 41.6479 0.0
50709212 1.1688 0.0
50672516 1.1688 0.0
5024121309502 1.4647 0.0
5024121322501 1.4647 0.0
5024121325502 1.4647 0.0
5024121509605 1.4647 0.0
5024121306501 1.4647 0.0
5019781028092 14.7802 0.0
5019781028078 14.7802 0.0
5024121405501 1.4647 0.0
5011673105867 8.8622 0.0
5011273014316 3.9207 0.0
5011273015054 5.0155 0.0
5011835102352 11.8212 0.0
5011835102369 8.1225 0.0
0688958416106 20.6982 0.0
5022569083602 1.6127 0.0
5022569083619 1.6127 0.0
5022569083626 1.6127 0.0
5022569083633 1.6127 0.0
5022569083657 1.6127 0.0
5412091008011 .5770 0.0
5412091008103 1.6127 0.0
5412091008110 1.6127 0.0
5412091008165 1.6127 0.0
5412091008202 2.1453 0.0
5014213200466 1.8494 0.0
5033232000031 14.0553 0.0
5411188088165 1.9086 0.0
5390165108228 8.5071 0.0
5390165251436 5.2522 0.0
5014213200428 1.4647 0.0
5014213200435 1.4647 0.0
5014213200480 1.4647 0.0
5010822990064 2.9442 0.0
0779242001037 9.5428 0.0
8008698061237 3.0626 0.0
8008698005262 6.4358 0.0
5014154552303 8.8622 0.0
5022569085446 5.1043 0.0
00266 29.5160 0.0
5013636000820 .6658 0.0
5013636000790 .6658 0.0
8712861201404 16.2005 0.0
5000453114052 8.1225 0.0
5037154000605 5.6073 0.0
0019067200278 4.4237 0.0
0019067200322 4.4237 0.0
0019067100257 4.4237 0.0
0019067200223 4.4237 0.0
0099068001036 2.5004 0.0
5036957000522 2.9442 0.0
4011437050113 2.8111 0.0
4011437050120 2.8111 0.0
5013821880008 4.2906 0.0
5013821820004 4.2906 0.0
5011273013609 3.3289 0.0
5000453106064 6.3619 0.0
5337290008382 5.9032 0.0
5036636000010 11.0815 0.0
6001750402704 1.3316 0.0
0075172078065 .4882 0.0
5000477287992 2.9442 0.0
5032722300415 2.3524 0.0
5035883000019 5.9032 0.0
0031200452337 1.0209 0.0
5013662120028 9.2469 0.0
9002548050098 16.2005 0.0
0621683920654 14.7802 0.0
5038119011599 14.7802 0.0
0093709201304 3.2401 0.0
5016311120783 2.3672 0.0
4806504540013 29.5160 0.0
0038614026789 1.7014 0.0
5011608000649 3.6248 0.0
9400501003318 12.4130 0.0
5014734414014 17.7392 0.0
5016638510410 7.3827 0.0
5017913428840 3.6248 0.0
5000477827952 3.0922 0.0
5017913083179 6.6430 0.0
3578830164010 7.6934 0.0
5015045025012 11.8360 0.0
5015045025043 11.8360 0.0
5015045025081 13.7594 0.0
5015045025036 8.8622 0.0
5014213200626 2.5891 0.0
5021554983019 2.9442 0.0
5021554982999 3.3881 0.0
9300807018040 8.4627 0.0
5011835102666 1.6275 0.0
0659471005436 3.1809 0.0
0019067100677 4.4237 0.0
0019067200025 4.4237 0.0
5010955209989 3.1070 0.0
5016311120844 2.3672 0.0
0720516020636 2.7371 0.0
0720516020629 2.7371 0.0
8712861997864 46.4563 0.0
7350000700046 23.6572 0.0
5010663801291 1.4647 0.0
5010663801307 1.4647 0.0
0047868105300 22.1185 0.0
0047868204607 33.9545 0.0
0084253666015 2.9442 0.0
0084253666060 2.9442 0.0
5017913361772 2.6483 0.0
5017913361932 2.7963 0.0
5017913361857 2.7963 0.0
5017913463339 2.5004 0.0
5017913463414 2.5004 0.0
